h,s,v,r,g,b
194.0193782200184,45.36505926915806,68.36191731538766,95,156,174
262.0742014833881,19.982268355948165,97.58961807373605,217,199,249
59.84319883447908,17.373454665319123,96.44155543931771,246,246,203
156.94701032171827,13.886758434357848,67.19542770154516,148,171,162
49.035054214809335,0.42265334500222185,75.11773279087792,192,191,191
336.4022825445487,43.25611313555453,1.733535427395716,4,3,3
211.4045037099351,71.06904518873192,36.09875791632913,27,58,92
276.23972985841846,70.84937979877981,10.521620232594774,19,8,27
318.1046064703784,62.71223908141286,23.18491358796997,59,22,48
276.7342049292554,78.53975583263586,84.916922013321,151,46,217
239.02265700887125,17.034756635853654,51.04749215775786,108,108,130
109.1178867404779,81.8451879693577,57.571650336206794,48,147,27
235.80394386604223,42.20636749801929,59.89817069172327,88,93,153
126.90040286840298,7.662042279848702,83.20306695109045,196,212,198
354.4007817192625,75.90170331821417,66.01215605826314,168,41,52
238.87194367202403,75.40112455099116,21.25723224527245,13,14,54
54.61883804262907,51.498442373912034,97.6602848399215,249,238,121
49.5455150126799,61.89738850953794,23.945400007908034,61,54,23
300.00770755658397,65.07939016606625,99.11307891898937,253,88,253
106.2419560830939,12.44451177623156,69.8268638200455,161,178,156
155.31933667517993,86.64443166406394,24.963331265784095,9,64,41
109.40821098823486,39.19771409582484,72.61940981849189,125,185,113
187.22043515204524,31.692069851130178,4.813948370630117,8,12,12
180.14055487527594,27.67904013870521,48.781534571961885,90,124,124
283.6772239774657,72.13341549622652,87.87684547959105,180,62,224
255.3181753964006,65.58801896334604,11.08211045365033,14,10,28
277.23423616521404,13.662701259262743,36.32044768697105,88,80,93
250.35049912713487,10.954734198068738,47.853814931110165,111,109,122
318.747688454052,77.16267542811369,95.4982260357477,244,56,185
184.47197515710013,88.09925084135499,38.98226281890209,12,93,99
47.213170658512155,36.03847485151401,70.32166055059021,179,166,115
103.96417757778914,28.25767913884207,0.8604405961588402,2,2,2
79.85878148619653,69.29128737525375,92.32261677713186,181,235,72
177.59857412650027,70.11848518556982,8.108674131088843,6,21,20
83.15587596105297,55.32192472510062,24.655366797608956,49,63,28
153.07044155796754,16.16099987605768,75.60396089299716,162,193,179
20.03818347021104,11.10079367260095,60.31262226428864,154,142,137
16.58795845168365,70.64358700779958,89.13902326298037,227,111,67
231.6802649065119,69.40330175996256,42.98368850825194,34,44,110
267.9703258902757,38.17559384781006,53.911973822085436,109,85,137
68.3016401605941,19.73895189427055,69.96708737340282,174,178,143
241.0450414026227,31.08944232231794,79.19103368524362,140,139,202
75.56636732088292,16.430589732625233,51.55875022462912,126,131,110
202.643373511826,2.839338435172234,80.06283911430161,198,202,204
0.12935776945586674,10.659147557241443,47.28668208431435,121,108,108
242.11050597919441,28.707504490799973,25.51069005501414,47,46,65
201.227234572464,16.22366046173649,13.889809156791877,30,33,35
40.68705559866339,38.91363033871198,68.342990776021,174,152,106
248.56636491153623,26.04707776109809,28.707251564133387,57,54,73
165.24598087661025,55.6510402720283,53.68357242760497,61,137,118
303.7588893661217,17.93700617761038,76.96410934684398,196,161,194
209.92813122861315,87.91820960866002,26.037669692966837,8,37,66
263.6221855614046,28.22328413031223,81.37178696090166,172,149,207
154.08851475547036,72.25647148963905,48.23809792635081,34,123,85
218.11149317682373,85.24490945048136,27.397823921816066,10,32,70
319.2709159879788,32.4265280317593,31.682144159402846,81,55,72
44.11197999726951,78.91237783614136,9.44353851174009,24,19,5
354.12025619197004,5.3860166352014405,97.27041683982718,248,235,236
286.66308939629045,62.58428461663712,20.49365491287327,45,20,52
356.84462359411003,15.79319984704075,25.714398516495084,66,55,56
51.291472909385696,87.22211091759652,12.79694254020789,33,29,4
165.24389310107938,59.9553793536844,77.83674113217374,79,198,169
45.08260423442711,1.3752736953078992,69.67216933891598,178,177,175
216.73946488206644,66.14903487623398,94.31478209348272,81,143,241
349.037089926354,57.78519426434483,45.99265850119427,117,50,62
44.87634974110486,5.983988393527406,88.11745547847396,225,221,211
243.08260093705266,89.88404394613522,84.87324868901871,32,22,216
95.40036735363276,58.21441617179972,52.686700121844865,88,134,56
115.61354556983076,19.209688440572805,31.356983773443826,66,80,65
259.3525969851558,55.7664769256794,4.289349137954601,7,5,11
153.64186461779678,79.26648126244089,45.49465285675372,24,116,76
23.071187986297474,17.909936058444885,84.9132628366406,217,193,178
215.33970974212164,58.48445692736306,51.14640562838182,54,85,130
89.98891464553739,35.98474158734965,56.69749777697657,119,145,93
271.8715953953176,0.6604512736809287,5.386736019225458,14,14,14
309.54026982803686,63.77729382664994,57.86611657560654,148,53,133
86.94865746001634,68.98910963223676,80.18012185966259,141,204,63
193.97789019978376,55.1452197182777,90.67501985030087,104,202,231
246.66085982084343,54.61745977484491,73.88954021545125,97,86,188
84.63352150167321,58.101547915815146,35.21289815121762,68,90,38
75.16344842986612,89.76417669921051,15.612691538744027,31,40,4
300.91375018526134,35.20112046559301,45.38112640571228,116,75,115
332.2224347387221,89.15003788794216,69.82127875241619,178,19,93
179.86178859034692,61.76157249885528,62.12273237357311,61,158,158
86.25313409611452,12.04919193590628,95.94974441804891,232,245,215
256.6096784055807,67.21771906247156,47.326368329614056,62,40,121
193.05987982036243,83.94353741789142,80.97651634912917,33,169,206
51.46941038850255,37.11528653627789,79.37388961963987,202,192,127
92.37983208682896,39.72249112066408,58.88696710599169,118,150,91
332.4417933479935,23.928319344547422,4.255288374078181,11,8,9
231.86981035483316,82.50342353604923,20.710432244191267,9,15,53
63.218530229312066,32.0735695774923,62.79220000650179,157,160,109
105.89773253743174,64.13677828200505,93.04791219470114,121,237,85
359.70051160753655,50.20075523496117,67.42675104649555,172,86,86
265.87285569507463,66.87610632172019,27.038709542853102,43,23,69
174.46321864623457,3.8668195944208117,56.602525825076434,139,144,144
311.1964784621296,24.589142789456965,20.908661739026723,53,40,51
354.10184212307905,18.981068143074033,5.52115190464324,14,11,12
233.96635557762644,55.25599681299378,3.0071513905036484,3,4,8
267.361597351838,36.34441824081009,39.19622002112983,80,64,100
45.131477484343165,60.84949797642105,89.34818923476911,228,193,89
125.18151405404376,22.243109576114108,33.60484193087918,67,86,68
155.07323620302003,63.08996047194686,51.89778155276641,49,132,98
48.65033995783462,14.293562981940955,44.47697771695338,113,110,97
156.84110370110162,51.52905524661866,36.97307881114198,46,94,76
14.591778454234898,95.24082900399429,66.7675524118829,170,48,8
70.49383675174312,55.65268967265429,22.116229623961225,51,56,25
253.04349540154556,57.3668694491859,57.74333724835379,81,63,147
345.3367263501493,32.64480778777929,34.63898959928316,88,59,67
140.78539575733538,79.1315588433085,5.781516805476117,3,15,7
198.8025728591624,59.04736553757684,49.33398315834787,52,103,126
330.7313472942216,47.66546441941908,21.660639682695248,55,29,42
319.3435628573867,2.897762212062438,52.86997104575095,135,131,134
297.5944678309592,72.08409828509818,47.2200205086462,117,34,120
264.00562820072645,13.983000487412124,77.10119639378732,180,169,197
238.34109448008834,9.86005333745208,47.639622361795375,110,110,121
319.29511864992236,99.71769634361449,30.582687901581252,78,0,53
18.85315080305565,41.710122719684996,32.359324816434885,83,59,48
269.22090819566915,1.1216567729059435,48.87450617918088,124,123,125
94.81584050924121,42.337076897712045,51.466517465247705,99,131,76
82.96779737435203,98.46194067329719,35.04962234953262,56,89,1
231.47153873398193,56.00931898315453,51.415327699525704,58,68,131
90.34927348315233,52.506085484643506,84.04687999248617,157,214,102
122.43777311465577,54.388403313926936,17.380359312747153,20,44,21
312.32111911741663,78.65144815664453,99.30428373855669,253,54,212
332.0268466768354,62.760373209136276,52.03594164720216,133,49,88
71.49566202188302,92.28203465497388,38.476658127389896,81,98,8
192.42154358530692,14.2038936780841,24.69626749178957,54,61,63
273.3003754003804,7.755712261053338,19.538889880282674,48,46,50
344.84353047363413,97.78433769995243,85.11967888202506,217,5,58
73.7928889305756,40.58702042050133,60.16908325024362,139,153,91
194.0160195860431,14.56066563559768,40.368180638411985,88,99,103
100.06592333860061,78.30082959821982,78.19652902779481,95,199,43
25.229970525365566,11.090863428137743,35.25962477661011,90,84,80
226.95086214755509,93.04569183338276,70.99444536069366,13,49,181
157.9969761748144,77.24983754881194,35.34989374123791,21,90,65
190.8132279376913,83.95220520037618,89.14786356903386,36,193,227
181.97572725375727,88.15017637283312,8.054027816097765,2,20,21
57.43881643177653,61.96544957270231,45.86865898762147,117,114,44
253.01020769692747,27.157353381742034,48.04751803162186,96,89,123
179.3273331360899,11.14171649051945,77.12168288764619,175,197,196
326.3254122806624,50.466452415711835,81.76346831824365,208,103,162
65.47018496790903,99.96797253712792,58.356621552602775,135,149,0
294.1705114943357,46.74010590588895,75.83713498964613,185,103,193
35.86850296411057,41.9422651158589,44.135410810843446,113,94,65
91.65330492334829,3.6206162803640085,6.229994215750589,16,16,15
222.3669030987306,75.80487211066473,24.21706827475234,15,29,62
45.281295390043226,90.72390794150813,22.812851647035725,58,45,5
174.94265486220385,2.7979999375632003,31.585373404010554,78,81,80
204.21108754049695,84.50483714162742,41.88679347564521,17,70,107
358.0980925211829,41.05563347588952,86.05685807063941,219,129,132
199.76838114444888,88.5588071837865,50.203929128186545,15,91,128
93.77429270410418,14.173479322005544,83.92467518568516,197,214,184
74.36853699293164,26.607944775642167,79.58371343702846,190,203,149
32.6959261864403,7.838824797275246,62.643739405580035,160,154,147
332.15149853872725,52.449490406599566,23.222723844294535,59,28,43
44.04419323220157,18.037864158947926,93.91128141400189,239,228,196
115.20811092529742,68.43563660743858,46.46321396209303,44,118,37
284.35418662811634,31.930981994595122,95.87954798371443,224,166,244
90.06001082021791,63.89371334895833,81.14897668348866,141,207,75
314.06091196872774,24.323741176150303,38.041555620142596,97,73,91
143.99101001573712,39.17702895485975,28.708336209833462,45,73,56
221.3720167290287,84.7874469513142,92.97808062312522,36,98,237
134.41196279119546,66.80417991505277,28.074800813372036,24,72,35
292.83166298090435,55.30369264932933,79.46118197824681,189,91,203
40.35791088612584,77.71627189867888,79.67105027915744,203,151,45
313.83518690281005,82.6916424633531,12.705256745465299,32,6,26
199.3886486243871,81.32714500092,76.79248467203156,37,144,196
104.88680335819517,44.180333948798456,57.927746545372585,99,148,82
244.46659185516683,57.720476143224865,92.64681304008049,110,100,236
164.60317701004448,49.56976146332246,50.66142718828552,65,129,113
80.42368919971051,50.04873046196432,34.80523771532704,74,89,44
262.3800325307856,29.364085776839687,28.664818152870563,60,52,73
131.38585716735986,89.36645882187952,47.66131688155859,13,122,34
211.69178140133013,78.87050160593701,24.57600815798442,13,37,63
187.59266632793364,89.73371255633378,69.61853749626677,18,157,178
277.19351452462257,67.46015066614434,20.512274611454483,39,17,52
57.44084193335388,16.483963737524498,45.03410266247225,115,114,96
16.300288494305395,7.761841923693225,85.75300212706118,219,206,202
73.2028610023484,95.41159397914996,99.96741093707246,201,255,12
84.48648571687481,44.123373574445445,14.460753653999546,30,37,21
178.87914398727844,73.37506560841378,97.40013785462615,66,248,245
284.05149049101783,74.03461915962126,5.261819620139496,11,3,13
268.5189669803098,75.66466833413557,85.19726028069859,131,53,217
319.31502081998053,7.573591968962035,52.052432923918836,133,123,129
201.8151090056751,31.76113654414019,60.75225120227099,106,137,155
141.4604323005944,66.04586677190592,94.41448972608491,82,241,139
218.91064442292367,12.778169407441542,96.19252455864891,214,225,245
167.08074799500034,90.01906349518481,32.06027601184105,8,82,66
105.76044009430728,77.1866166736581,23.221895152029216,24,59,14
71.51321822588615,38.891951399050974,83.06020634444249,196,212,129
190.57539889447895,86.86799009999586,78.51036271547392,26,170,200
259.2554652455625,75.50686386843293,71.00971722899239,88,44,181
200.07901591897468,88.03380864134836,49.64720981213142,15,89,127
290.0408142592664,12.598381269121228,43.605507770407435,109,97,111
344.9077766307284,62.109636924659824,64.02999182702425,163,62,87
220.7814480244642,43.96528349889517,37.89111454590173,54,68,97
196.97079351513023,54.21719994269514,61.400421119342255,72,133,157
75.87068598994661,24.982495906823576,89.86420784612352,214,229,172
324.361628289868,64.88230405266837,25.437778194317694,65,23,48
251.3113506236949,98.35274296252867,76.01191429112477,39,3,194
266.57110460945995,92.86206970007625,64.97414882238235,80,12,166
115.33138739757794,61.2726444698587,99.46135982037197,110,254,98
260.41222524848524,61.03681471257969,68.76384814627367,105,68,175
129.152799223069,31.097116091667544,12.880524266561967,23,33,24
157.3847972928123,42.1089840476333,45.911389601494854,68,117,98
35.69174438160204,12.287781843584877,83.42641895834701,213,202,187
309.77590379446525,23.610363064669283,39.738678796420814,101,77,97
173.46134090871607,40.45303245285623,46.982926566059426,71,120,115
187.63084975820925,23.642048758209057,1.9972049620248011,4,5,5
217.69558597548937,95.32573656184076,18.253217073393756,2,19,47
103.39400960019469,33.745589958654755,21.519470803531803,41,55,36
49.16653306932104,93.11249512786502,32.910866547941644,84,70,6
174.53825884234197,40.47783325193626,92.88940455928287,141,237,228
132.32903373182774,41.91520184500024,21.69793460337295,32,55,37
36.245882689441814,3.0213819693600374,75.80302005847584,193,191,187
314.0960254353857,25.6500494306918,86.57835130097922,221,164,207
61.49758911384459,88.30124781694857,16.988640799394574,42,43,5
204.78716178906586,4.766992830588901,4.968468470570775,12,12,13
204.14599994122116,66.19268854145844,88.53825709007977,76,166,226
38.18739465783982,49.58952325349919,55.879650257976074,142,117,72
166.3123006169053,90.54385434162135,48.83791298701523,12,125,99
49.83529124449063,80.03239689716546,48.15603582104109,123,106,25
86.43997676333703,13.168133785092273,71.87136333809039,173,183,159
296.25304224887947,65.88383393055747,33.73565070318318,82,29,86
181.36942501180752,93.10248162736794,95.42608965378618,17,238,243
46.92882881590455,88.47403285746529,20.19743102476741,52,42,6
61.08843437010624,86.98619204280809,94.29968884310583,237,240,31
151.92303360440388,76.25963888445074,90.51434343588782,55,231,148
295.1342144542093,33.03484578120934,82.89715423148888,206,142,211
37.023261733809605,20.33846558956556,9.84076266906384,25,23,20
85.34146360199864,56.117410507954865,98.41577068533458,191,251,110
94.90840943784349,42.413227526946784,21.524109464184015,41,55,32
94.85568539252282,49.061412652654134,8.956398662766052,16,23,12
105.13388403676349,3.7138173169517064,40.00357861944872,99,102,98
7.19010793541023,99.62272197346682,15.933177612388327,41,5,0
307.10134873399414,49.06488416148529,2.0948635235645385,5,3,5
303.5450232835101,20.658783666856493,25.24452947765916,64,51,64
263.21496784525334,16.957273204224578,77.62202893871044,177,164,198
56.758694391170536,17.039307512478132,19.6282766222279,50,50,42
144.32796624354128,13.410804637052243,40.35802593391973,89,103,95
72.54160454544228,12.483363153908522,87.93343054049684,218,224,196
14.792777310272092,75.77931079056923,84.95964265342141,217,93,52
38.9746438432783,8.567090755105156,91.41815790565016,233,226,213
292.6171156329625,80.49982593809202,29.59589114396637,68,15,75
46.91903248982661,90.8791876060897,31.188444062472097,80,64,7
242.74181903335545,55.98708624309323,65.96833145255803,78,74,168
214.3410524625816,54.60689545297943,27.006908567893472,31,47,69
230.4390639049359,15.397456871427263,88.26223485527854,190,196,225
81.15778698839479,8.428363259024852,23.69327108398165,59,60,55
353.31114211970225,56.21073011226419,60.58863354103141,155,68,77
109.82531198980566,70.2018855235184,9.07458878149403,10,23,7
168.6908055056653,18.801989590112544,15.241307385693514,32,39,37
315.9626842570559,87.33036311463268,20.680413420529664,53,7,40
192.4889410654958,75.20046875406801,50.24411933813167,32,108,128
198.448541715388,89.18901881754728,95.62725572388824,26,177,244
71.47086444588066,23.001086392727398,55.55063204503126,135,142,109
294.0971552360164,16.83294592596112,86.54354394773793,217,184,221
